Unnamed: 0,번호,질문,의도 카테고리,분류 클래스
5642,5640,사망보험금이 어떤건지 알고싶은데요?,보험금,3
5644,5642,사망보험금은 누가 수령해요?,보험금,3
5648,5646,"계약자가 수익자, 피보험자가 될 수 있다는 말인가요?",보험 계약,13
5649,5647,수익자가 미지정된 계약은 어떤건데요?,보험 계약,13
5650,5648,자살한사람도 사망보험금 받을 수 있나요?,보험금,3
5651,5649,자살하면  보험금이 안나오죠?,보험금,3
5652,5650,보험금이 나오는 보험도 있나요?,보험금,3
5654,5652,00손해보험사에 상해사망보험?에 가입되어 있는데 이걸로는 자살해도 보장 못받나요?,보험 가입,0
5655,5653,보험에 가입하고 바로 자살해도 혜택을 받나요?,보험 가입,0
5658,5656,계속 미납할 경우 자동으로 해지 되나요?,보험 해지,4
5660,5658,해지되기 전까지 재청구된다는 말인데 돈생기면 바로 수납가능한가요?,보험 해지,4
5664,5662,휴면보험금 안내를 우편으로 발송해준다는 얘기가 있던데요.,보험금,3
5665,5663,그럼 그런 종류의 우편물을 받은적이 없다면 휴면보험금이 없단 얘기겠네요?,보험금,3
5666,5664,"네? 우편물 수령이 안되었는데, 휴면보험금이 있을 수 있다고요?",보험금,3
5667,5665,그럼 휴면보험금 확인은 어디서 할 수 있죠?,보험금,3
5670,5668,고객센터 연결되면 휴면보험금에 대한 지급도 바로 받을 수 있는건가요?,보험금,3
5673,5671,그냥 궁금해서 물어보는 건데요..,보험금,3
5674,5672,자살로도 사망보험금이 지급되나요?,보험금,3
5675,5673,"네? 영화보면 안나오던데, 자살로도 보험금지급이 되는 보험이 있나봐요?",보험금,3
5678,5676,그럼 보험 들고 언제부터 자살도 보상 받을 수 있는거예요?,보험 보장,7
5680,5678,휴먼보험금 조회는 어디서 하면 될까요?,보험금,3
5683,5681,만기된건데 보험을 모두 다 받을 수 있나요?,보험 만기,2
5684,5682,조회를 해보는게 좋겠네요?,보험 문의,15
5687,5685,보장2만원 적립3만원인 보험을가입했는데 금액을 변경하고 싶습니다.,보험 가입,0
5688,5686,보장금 2만원 적립금4만원 맞으신가요.,보험금,3
5691,5688,휴먼보험금 조회는 어디서 하나요?,보험금,3
5692,5689,만기된건데 보험을 모두 다 받을 수 있나요?,보험 만기,2
5693,5690,조회를 해보는게 좋겠네요?,보험 문의,15
5695,5692,휴면보험금 조회는 어떻게 하나요?,보험금,3
5697,5694,납입한보험료를 다주나요?,보험 납부,16
5699,5696,휴면보조금환급신청은 어떻게 하나요?,보험 환급,1
5700,5697,금액상관없이 전화로 되나요?,보험금,3
5701,5698,지급액이 000만원을 초과하면 어떻게 해요?,보험 수령,12
5702,5699,휴면보험금 안찾아가면 이자가 생기나요?,보험금,3
5704,5701,제가 죽으면 사망보험금이 1억 5천만원이 나오는데  누가 받는거에요?,보험금,3
5713,5710,그럼 제가 만약에 지정을 하지못하고 죽으면 지정할려고 했던 아이한테 보험금을 줄수있는 방법은 없나요?,보험금,3
5714,5711,제 보험에서 사망보험금이 1억인데 누가 받는건가요?,보험금,3
5716,5713,사망보험금 수령 1순위는 누구에요?,보험금,3
5720,5717,보험금 수익자를 자녀로 변경할 수 있나요?,보험금,3
5723,5720,변경을 못했는데 사망하게 될 경우 보험금을 자녀가 받게 하려면 어떻게 하면되나요?,보험금,3
5724,5721,제가 얼마 못 살 것 같아서 사망보험금이 궁금해서요….,보험금,3
5725,5722,제가 죽으면 보험금은 누가 받나요?,보험금,3
5730,5727,애들이 아직 어린데 미성년자한테도 사망보험금 주나요?,보험금,3
5733,5730,사망보험금이 뭔교?,보험금,3
5735,5732,내 사망보험금은 누가 받는다 해놨든교?,보험금,3
5741,5738,제 사망보험금은 얼마인가요?,보험금,3
5742,5739,사망보험금이 얼마인가요?,보험금,3
5746,5743,사망보험금을 늘릴 수도 있나요?,보험금,3
5747,5744,보험료 청구 할 건수가 있는데 어떻게 하면되나요?,보험 청구,8
5748,5745,OO해상 앱에 들어가면 서류는 어떻게 보냅니까?,보험 서류,14
5750,5747,보험료 청구을 해야하는데 어떻게 하나요.,보험 청구,8
5751,5748,OO해상 앱에 들어가면 서류는 어떻게 보내나요.,보험 서류,14
5753,5750,보험금 납입을 하려고 합니다. ,보험금,3
5754,5751,신용카드로 납입 가능한가요?,보험 납부,16
5759,5756,혹시 저 미납내역 있는지 확인할 수 있을까요?,보험 내용,10
5760,5757,제가 사망했을 때 사망보험금이 1억 5천만원 있는데 누가 받는 걸로 되어 있나요?,보험금,3
5762,5759,"말이 어려운데요, 제 사망보험금의 수익자는 순위가 있다고 들었는데요?",보험금,3
5769,5766,미처 변경하지 못했다면 지정된 자녀에게 사망보험금이 돌아갈 수 있게 하는 방법도 있나요?,보험금,3
5770,5767,보험료 청구 할 건수가 있는데 어떻게 하면되나요?,보험 청구,8
5771,5768,ㅇㅇ해상 앱에 들어가면 서류는 어떻게 보냅니까?,보험 서류,14
5773,5770,"안녕하세요. 올초 6개월정도 해외를 다녀왔는데, 얘기를 들어보니 그동안 납부한 보험금을 환급 받을 수 있다고 하던데, 맞나요?",보험 환급,1
5774,5771,증빙서류는 어떤게 있나요?,보험 서류,14
5776,5773,혹시 환급금은 얼마나 받을 수 있을까요?,보험 환급,1
5777,5774,그럼 휴면보험금은 어떻게 확인하나요? ,보험금,3
5778,5775,000보험사 홈페이지에서는 금방 확인가능한가요?,보험금,3
5779,5776,그럼 보험정책위원회에서는 어떻게 조회하나요?,보험 문의,15
5780,5777,보험금액이 얼마인지 지금 알려 주실수는 없나요?,보험금,3
5781,5778,만일 보험이 정지된 경우라면 어떻게 보험금을 수령 해야 하나요?,보험금,3
5782,5779,정지된 보험의 보험료를 얼마나 적립해야 휴면보험금을 받을수 있나요?,보험금,3
5783,5780,보험금 지급을 전화로 가능한가요?,보험금,3
5784,5781,수령액이 500만원을 초과하면 어떻게 보험금 지급 신청하나요?,보험금,3
5785,5782,보험금 수령을 보험사로 내방해야 하나요?,보험금,3
5786,5783,"안녕하세요. 올초 6개월정도 해외를 다녀왔는데, 얘기를 들어보니 그동안 납부한 보험금을 환급 받을 수 있다고 하던데, 맞나요?",보험 환급,1
5787,5784,증빙서류는 어떤게 있나요?,보험 서류,14
5789,5786,혹시 환급금은 얼마나 받을 수 있을까요?,보험 환급,1
5790,5787,보험료 청구을 해야하는데 어떻게 하나요.,보험 청구,8
5791,5788,ㅇㅇ해상 앱에 들어가면 서류는 어떻게 보내나요.,보험 서류,14
5793,5790,휴면보험금 조회는 어떻게 하나요?,보험금,3
5795,5792,납입한보험료를 다주나요?,보험 납부,16
5797,5794,휴면보조금환급신청은 어떻게 하나요?,보험 환급,1
5798,5795,금액상관없이 전화로 되나요?,보험금,3
5799,5796,지급액이 000만원을 초과하면 어떻게 해요?,보험 수령,12
5800,5797,휴면보험금 안찾아가면 이자가 생기나요?,보험금,3
5802,5799,보험료 청구을 해야하는데 어떻게 하나요.,보험 청구,8
5803,5800,ㅇㅇ해상 앱에 들어가면 서류는 어떻게 보내나요.,보험 서류,14
5805,5802,제 사망보험금이 1억 입니다. 이 사망보험금은 누가 받는건지요.,보험금,3
5807,5804,그러면 쉽게 사망보험금을 수령하는 1순위는 누구인가요. ,보험금,3
5811,5808,"그러면, 순위 거치지 말고 보험금 수익자를 자녀로 변경할수도 있나요.",보험금,3
5814,5811,미처 변경을 못하고 사망하게 될 경우 보험금을 자녀가 받게 하고싶으면 어떻게 하면될까요. 방법이 있을까요.,보험금,3
5815,5812,보험금 청구했는데요.,보험금,3
5816,5813,혹시 이번 보험금 지급안내내역이 우편으로도 오나요?,보험금,3
5817,5814,관련 내역을 문서로 출력하고 싶은데 방법이 없을까요?,보험 내용,10
5818,5815,청구한 보험금이 입금되었는데요.,보험금,3
5819,5816,혹시 상세내역을 확인할 수 있는 방법이 있을까요?,보험 내용,10
5822,5819,"보험금을 청구했는데, 상세내역을 받아 볼 수 있나요?",보험금,3
5826,5823,"아, 아래에 보험금 지급안내문 이거 클릭하면 될까요?",보험금,3
5827,5824,실비보험금 지급받은 게 있는데요.,보험금,3
5830,5827,제가 보험개발원에서 휴면보험금을 조회했는데요.,보험금,3
5831,5828,휴면보험금이 뭐예요?,보험금,3
5833,5830,금액이 2000만원 넘으면 홈페이지에서 못해요?,보험금,3
5834,5831,홈페이지에서 신청하려면 뭐 깔고 공인인증서 있어야 하고 그렇죠?,보험 내용,10
5836,5833,휴면보험금이 뭔가요?,보험금,3
5837,5834,해지환급금이 뭔데요?,보험 환급,1
5838,5835,만기환급금은 설마 만기 되었는데 안 찾아간걸 말하나요?,보험 환급,1
5839,5836,휴면보험금 조회는 어떻게 하면 되나요?,보험금,3
5840,5837,"아, 그럼 여기서 조회가 되는 건가요?",보험 문의,15
5841,5838,휴면보험금은 어떻게 지급받나요?,보험금,3
5843,5840,휴먼보험금 조회를 하고 싶은데요,보험금,3
5844,5841,저기.. 휴먼보험금 지급절차는 어떻게 되나요?,보험금,3
5845,5842,휴면 보험금이라고 첨 들었습니다.,보험금,3
5846,5843,휴면 보험금이 뭔가요?,보험금,3
5847,5844,저도 휴면보험금이 있는지 조회되나요?,보험금,3
5848,5845,혹시 남편것도 조회가 되나요?,보험 문의,15
5849,5846,그래요? 혹시 제가 수령가능하나요?,보험 수령,12
5850,5847,안타깝네요. 보험금 청구는 어떻게하면 되나요?,보험금,3
5852,5849,휴먼 보험금이 있으면 환급받을 수 있다해서요. ,보험 환급,1
5853,5850,저번에 보험내다가 실효 된 적이 있는데 그런거 휴먼 보험금이라고 하나요?,보험금,3
5854,5851,지금 확인해 주실 수 있나요?,보험금,3
5855,5852,가족의 휴먼보험금도 알 수 있나요?,보험금,3
5859,5856,요즘 휴면보험금을 찾자라는 문구를 자주 봅니다.,보험금,3
5860,5857,여기서 말하는 휴면보험금이 뭔가요?,보험금,3
5861,5858,그럼 저도 그런보험이 있는지 조회할수있나요?,보험 문의,15
5862,5859,제 남편것도 조회될까요?,보험 문의,15
5863,5860,지금 수령할수있나요?,보험금,3
5864,5861,그런가요? 그럼 청구는 어떻게하죠?,보험 청구,8
5865,5862,휴면보험금을 개인이 알아 볼 수 있다던데 어떤건가요?,보험금,3
5867,5864,그런 안내는 받아본적이 없는데.. 휴면보험금이 있는 사람한테만 안내를 해주는건가봐요?,보험금,3
5869,5866,그렇군요.. 지금 휴면보험금이 있는지 확인하려면 어떻게 할 수 있나요?,보험금,3
5870,5867,관련 내용 안내를 받으려면 본인확인을 해야되겠죠.. 어떤 방법으로 확인하나요?,보험 내용,10
5872,5869,고객센터에 가야하는군요.. 그럼 조회되면 바로 받을 수 있겠네요?,보험 문의,15
5873,5870,보험금 청구는 어떻게 해요?,보험금,3
5874,5871,혹시 계약자가 가지 않아도 조회랑 청구 되죠?,보험 청구,8
5875,5872,보험금 청구했는데 문의하려구요.,보험금,3
5876,5873,혹시 이번 보험금 지급안내내역이 우편으로도 오나요?,보험금,3
5877,5874,관련 내역을 문서로 출력하고 싶은데 방법이 없을까요?,보험 내용,10
5878,5875,보험금 상세내역을 받아 볼 수 있나요?,보험금,3
5882,5879,"아, 아래에 보험금 지급안내문 이거 클릭하면 될까요?",보험금,3
5883,5880,실비보험금 지급내역 문의하려구요,보험금,3
5884,5881,그런데 지급내역은 어떻게 되는지요?,보험 내용,10
5886,5883,휴면보험금 문의해도 될까요?,보험금,3
5887,5884,우연히 신문에서 휴먼보험금 기사가 떠서요,보험금,3
5888,5885, 휴면보험금 많이 있다던데요,보험금,3
5889,5886,휴면보험금이 뭐예요?,보험금,3
5890,5887,어디서 조회해 볼수 있나요?,보험 문의,15
5891,5888,보험개발원에서 조회되신 휴면보험금액이 2000만원을 초과하시나요?,보험금,3
5893,5890,홈페이지에서 신청하려면 뭐 깔고 공인인증서 있어야 하고 그렇죠?,보험 내용,10
5896,5893,금융기관에 쌓인 휴면보험금 문의하려구요,보험금,3
5897,5894,궁금한것이 있는데 몇가지 문의해도 될까요?,보험금,3
5899,5896,휴면보험금은 주로 어떤돈들 인가요?,보험금,3
5900,5897,만기환급금은 잊고서 안 찾아간걸 말하나요?,보험 환급,1
5901,5898,그런돈은 금융기관에서 통보 안해주나요?,보험금,3
5902,5899,그럼 내휴먼금이 있는지 확인해야 겠네요,보험금,3
5903,5900,내 휴면보험금이 있는지 조회해 주실래요?,보험금,3
5904,5901,홈페이지 조회 방법 알려주실래요?,보험 문의,15
5905,5902,"아, 그럼 여기서 조회가 되는 건가요?",보험 문의,15
5906,5903,휴먼보험금 조회하고 싶은데요?,보험금,3
5909,5906,그럼 조회해주세요?,보험 문의,15
5912,5909,만기보험금 조회해주세요?,보험 만기,2
5913,5910,만기가된거 맞나요?,보험 만기,2
5917,5914,서류는 뭘 준비해야 하나요?,보험 서류,14
5918,5915,홈페이지에서도 조회가 되죠?,보험 문의,15
5919,5916,휴면보험금 알 수 있나요?,보험금,3
5922,5919,휴면보험금이 있으면 어떻게 해요?,보험금,3
5923,5920,돌려받고 싶으면 필요한 서류들이 있는거예요?,보험 서류,14
5924,5921,그럼 조회하면 되겠네요?,보험 문의,15
5925,5922,휴면보험금을 개인이 알아 볼 수 있다던데 어떤건가요?,보험금,3
5928,5925,관련 내용 안내를 받으려면 본인확인을 해야되겠죠.. 어떤 방법으로 확인하나요?,보험 내용,10
5930,5927,고객센터에 가야하는군요.. 그럼 조회되면 바로 받을 수 있겠네요?,보험 문의,15
5931,5928,보험금 청구는 어떻게 해요?,보험금,3
5932,5929,혹시 계약자가 가지 않아도 조회랑 청구 되죠?,보험 청구,8
5934,5931,아버지 보험료가 늘어서 문의 좀하려구요.,보험 문의,15
5935,5932,보험금 청구했는데요.,보험금,3
5936,5933,혹시 이번 보험금 지급안내내역이 우편으로도 오나요?,보험금,3
